City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
1657,Malmedy,50.43,6.03,62.01,66,32,11.41,BE,scattered clouds
1658,Kapaa,22.08,-159.32,71.6,88,1,9.17,US,clear sky
1659,Thompson,55.74,-97.86,15.8,85,90,20.8,CA,light snow
1660,Lompoc,34.64,-120.46,48.2,100,90,5.82,US,mist
1661,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1662,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
1663,Pundaguitan,6.37,126.17,83.53,79,100,9.86,PH,light rain
1664,Bekhtery,46.25,32.29,53.6,76,75,8.95,UA,broken clouds
1665,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1666,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
1667,Maningrida,-12.07,134.27,81.84,70,0,6.46,AU,clear sky
1668,Jalu,29.03,21.55,76.84,34,0,11.61,LY,clear sky
1669,Unity,52.45,-109.17,23.29,91,92,17.25,CA,overcast clouds
1670,Mokolo,10.74,13.8,96.8,26,0,16.11,CM,clear sky
1671,Yelnya,54.58,33.18,46.29,86,96,7.87,RU,overcast clouds
1672,Norman Wells,65.28,-126.83,1.4,84,20,6.93,CA,few clouds
1673,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
1674,Fort-Shevchenko,44.51,50.26,58.86,45,100,7.76,KZ,overcast clouds
1675,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
1676,Bredasdorp,-34.53,20.04,68.0,45,0,13.87,ZA,clear sky
1677,Cayenne,4.93,-52.33,87.8,70,75,6.93,GF,broken clouds
1678,Grand Gaube,-20.01,57.66,70.0,67,0,5.01,MU,clear sky
1679,Hithadhoo,-0.6,73.08,83.44,73,100,9.44,MV,light rain
1680,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1681,Hilo,19.73,-155.09,75.2,78,90,2.89,US,overcast clouds
1682,Lazaro Cardenas,17.96,-102.2,77.63,74,87,3.91,MX,overcast clouds
1683,Bengkulu,-3.8,102.27,77.81,85,100,3.4,ID,moderate rain
1684,Cherskiy,68.75,161.3,7.3,87,100,3.78,RU,overcast clouds
1685,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
1686,Koumac,-20.57,164.28,76.08,79,82,3.98,NC,broken clouds
1687,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
1688,Zhigansk,66.77,123.37,-12.55,89,80,0.22,RU,broken clouds
1689,Tual,-5.67,132.75,83.41,75,25,13.76,ID,scattered clouds
1690,San Pedro,14.35,121.02,81.0,78,75,6.93,PH,broken clouds
1691,Magdagachi,53.45,125.8,26.26,98,100,11.34,RU,light snow
1692,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
1693,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
1694,Gryazovets,58.88,40.25,38.89,89,88,7.31,RU,overcast clouds
1695,Sala Consilina,40.39,15.6,69.01,72,0,5.82,IT,clear sky
1696,Baykit,61.67,96.37,1.6,89,2,1.72,RU,clear sky
1697,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1698,Bethel,41.37,-73.41,35.01,92,1,4.29,US,clear sky
1699,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
1700,Tarare,45.9,4.43,66.99,76,0,1.95,FR,clear sky
1701,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
1702,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
1703,Severo-Kurilsk,50.68,156.12,40.66,87,100,26.35,RU,moderate rain
1704,Pacific Grove,36.62,-121.92,46.4,93,1,6.76,US,clear sky
1705,Drayton Valley,53.22,-114.99,28.99,78,0,5.99,CA,clear sky
1706,Dwarka,22.24,68.97,83.3,48,0,11.92,IN,clear sky
1707,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1708,Yemanzhelinsk,54.75,61.32,37.4,74,20,11.18,RU,few clouds
1709,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
1710,Saldanha,-33.01,17.94,78.8,29,0,19.46,ZA,clear sky
1711,Parrita,9.52,-84.32,73.0,88,75,5.82,CR,broken clouds
1712,Lamu,-2.27,40.9,84.2,74,40,11.41,KE,scattered clouds
1713,Carnarvon,-24.87,113.63,71.6,78,90,9.17,AU,overcast clouds
1714,Jalu,29.03,21.55,76.84,34,0,11.61,LY,clear sky
1715,Waingapu,-9.66,120.26,80.98,65,100,2.48,ID,overcast clouds
1716,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
1717,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
1718,Sinnai,39.3,9.2,75.0,49,0,5.82,IT,clear sky
1719,Nara,34.69,135.8,55.99,50,2,3.74,JP,clear sky
1720,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
1721,Sivaki,52.63,126.75,30.45,99,100,11.77,RU,overcast clouds
1722,Gimli,50.63,-96.99,41.0,80,85,11.41,CA,overcast clouds
1723,Bambous Virieux,-20.34,57.76,71.6,68,75,14.99,MU,shower rain
1724,Chuy,-33.7,-53.46,65.41,60,24,5.73,UY,few clouds
1725,Benghazi,32.12,20.07,71.94,58,0,15.79,LY,clear sky
1726,Pisco,-13.7,-76.22,64.99,88,90,6.93,PE,mist
1727,Dikson,73.51,80.55,16.2,95,100,20.24,RU,overcast clouds
1728,Kurumkan,54.3,110.3,24.85,84,100,3.96,RU,overcast clouds
1729,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
1730,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
1731,Gigmoto,13.78,124.39,82.36,82,100,28.23,PH,heavy intensity rain
1732,Molochnoye,59.29,39.68,38.82,83,91,8.16,RU,overcast clouds
1733,Shimoda,34.67,138.95,51.01,75,0,1.01,JP,clear sky
1734,Mar Del Plata,-38.0,-57.56,64.4,52,0,11.41,AR,clear sky
1735,Kirakira,-10.45,161.92,79.39,80,70,4.81,SB,broken clouds
1736,Qaanaaq,77.48,-69.36,12.99,87,100,7.18,GL,overcast clouds
1737,Severo-Yeniseyskiy,60.37,93.04,4.77,94,0,4.41,RU,clear sky
1738,Nikolskoye,59.7,30.79,44.6,81,75,4.47,RU,broken clouds
1739,Iqaluit,63.75,-68.51,19.4,85,90,6.93,CA,light snow
1740,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
1741,Ochakiv,46.61,31.55,50.0,71,0,13.42,UA,clear sky
1742,Kavaratti,10.57,72.64,83.21,71,89,5.37,IN,overcast clouds
1743,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1744,Qaanaaq,77.48,-69.36,12.99,87,100,7.18,GL,overcast clouds
1745,Port Alfred,-33.59,26.89,66.61,67,84,15.66,ZA,broken clouds
1746,College,64.86,-147.8,10.4,84,90,3.36,US,light snow
1747,Felanitx,39.47,3.15,75.0,68,20,9.17,ES,few clouds
1748,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
1749,Sainte-Marie,-20.9,55.55,75.2,47,75,4.7,RE,broken clouds
1750,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
1751,Esperance,-33.87,121.9,75.2,53,75,18.34,AU,broken clouds
1752,Muncar,-8.43,114.33,75.7,81,35,1.95,ID,scattered clouds
1753,Castro,-24.79,-50.01,60.03,77,100,7.0,BR,overcast clouds
1754,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1755,Tabas,33.6,56.92,80.6,13,0,2.53,IR,clear sky
1756,Port Alfred,-33.59,26.89,66.61,67,84,15.66,ZA,broken clouds
1757,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
1758,Eatonton,33.33,-83.39,55.99,64,0,8.01,US,clear sky
1759,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1760,Sahuaripa,29.05,-109.23,63.03,35,99,1.9,MX,overcast clouds
1761,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
1762,Bonfim,3.08,-59.95,88.93,55,15,9.4,BR,few clouds
1763,Matola,-25.96,32.46,77.0,78,75,10.29,MZ,broken clouds
1764,Sitka,57.05,-135.33,48.2,93,90,17.22,US,heavy intensity rain
1765,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1766,Bluff,-46.6,168.33,48.0,82,76,3.0,NZ,broken clouds
1767,Hays,30.05,-98.03,55.0,86,1,3.36,US,clear sky
1768,Camana,-16.62,-72.71,67.73,69,93,7.63,PE,overcast clouds
1769,Nova Odesa,47.31,31.79,50.0,85,100,10.54,UA,light rain
1770,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1771,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
1772,Bella Union,-30.28,-57.6,68.74,58,0,8.37,UY,clear sky
1773,Nouadhibou,20.93,-17.03,77.0,65,0,11.41,MR,clear sky
1774,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
1775,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
1776,La Ronge,55.1,-105.28,19.4,79,90,9.17,CA,light snow
1777,Toporu,44.01,25.65,50.0,94,100,5.23,RO,overcast clouds
1778,Airai,-8.93,125.41,62.62,98,15,0.83,TL,few clouds
1779,Carnarvon,-24.87,113.63,71.6,78,90,9.17,AU,overcast clouds
1780,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
1781,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1782,Tasiilaq,65.61,-37.64,32.0,94,75,1.12,GL,broken clouds
1783,Castro,-24.79,-50.01,60.03,77,100,7.0,BR,overcast clouds
1784,Bambous Virieux,-20.34,57.76,71.6,68,75,14.99,MU,shower rain
1785,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
1786,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
1787,Avarua,-21.21,-159.78,73.4,83,100,10.29,CK,light rain
1788,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
1789,Maniitsoq,65.42,-52.9,20.77,86,66,7.02,GL,broken clouds
1790,Wahpeton,46.27,-96.61,42.01,86,1,9.17,US,clear sky
1791,Ulladulla,-35.35,150.47,60.01,87,40,8.05,AU,light rain
1792,Stokmarknes,68.56,14.91,46.4,81,75,35.57,NO,broken clouds
1793,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1794,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
1795,Hithadhoo,-0.6,73.08,83.44,73,100,9.44,MV,light rain
1796,Kapaa,22.08,-159.32,71.6,88,1,9.17,US,clear sky
1797,Cabo San Lucas,22.89,-109.91,75.2,64,5,5.01,MX,clear sky
1798,Bethel,41.37,-73.41,35.01,92,1,4.29,US,clear sky
1799,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
1800,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1801,Kapaa,22.08,-159.32,71.6,88,1,9.17,US,clear sky
1802,Torbay,47.67,-52.73,37.99,69,75,17.22,CA,light shower snow
1803,Kloulklubed,7.04,134.26,82.4,83,75,8.05,PW,broken clouds
1804,Norman Wells,65.28,-126.83,1.4,84,20,6.93,CA,few clouds
1805,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
1806,Port Alfred,-33.59,26.89,66.61,67,84,15.66,ZA,broken clouds
1807,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
1808,Chuy,-33.7,-53.46,65.41,60,24,5.73,UY,few clouds
1809,Honningsvag,70.98,25.97,33.13,87,88,7.54,NO,overcast clouds
1810,Port Lincoln,-34.73,135.87,55.67,82,1,13.73,AU,clear sky
1811,Mayumba,-3.43,10.66,80.51,80,28,10.51,GA,light rain
1812,Omboue,-1.57,9.26,82.89,71,94,9.24,GA,overcast clouds
1813,Barrow,71.29,-156.79,17.6,78,90,3.36,US,overcast clouds
1814,Puerto Cabezas,14.04,-83.39,77.0,94,40,4.7,NI,scattered clouds
1815,Kahului,20.89,-156.47,78.8,65,20,5.82,US,few clouds
1816,Souillac,-20.52,57.52,71.6,68,75,14.99,MU,shower rain
1817,Hilo,19.73,-155.09,75.2,78,90,2.89,US,overcast clouds
1818,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
1819,Berekua,15.23,-61.32,86.0,58,40,3.36,DM,scattered clouds
1820,Oswego,43.45,-76.15,36.0,74,90,6.46,US,overcast clouds
1821,Ahipara,-35.17,173.17,62.47,96,35,5.61,NZ,scattered clouds
1822,Saint-Philippe,-21.36,55.77,73.4,60,75,17.22,RE,broken clouds
1823,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
1824,Chuy,-33.7,-53.46,65.41,60,24,5.73,UY,few clouds
1825,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
1826,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
