City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
0,Polyarnyy,69.2,33.45,19.4,92,0,4.47,RU,clear sky
1,Passagem Franca,-6.18,-43.78,90.48,48,100,2.8,BR,overcast clouds
2,Qaanaaq,77.48,-69.36,12.99,87,100,7.18,GL,overcast clouds
3,Cape Town,-33.93,18.42,71.6,46,0,25.28,ZA,clear sky
4,Akdepe,42.06,59.38,57.2,24,0,9.17,TM,clear sky
5,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
6,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
7,Yarega,63.44,53.58,32.25,95,97,7.31,RU,overcast clouds
8,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
9,Warrnambool,-38.38,142.48,46.0,92,32,6.6,AU,scattered clouds
10,Tuktoyaktuk,69.45,-133.04,-4.0,83,20,3.36,CA,few clouds
11,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
12,East London,-33.02,27.91,66.2,77,40,9.17,ZA,scattered clouds
13,Dingle,11.0,122.67,76.75,86,100,5.77,PH,overcast clouds
14,Katsuura,35.13,140.3,60.8,59,20,6.93,JP,few clouds
15,Khatanga,71.97,102.5,-8.59,87,94,5.82,RU,overcast clouds
16,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
17,Kodiak,57.79,-152.41,32.0,90,1,8.05,US,clear sky
18,Nuuk,64.18,-51.72,19.4,73,20,8.05,GL,few clouds
19,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
20,Clyde River,70.47,-68.59,15.8,100,90,10.29,CA,light snow
21,Chuy,-33.7,-53.46,65.41,60,24,5.73,UY,few clouds
22,Severo-Kurilsk,50.68,156.12,40.66,87,100,26.35,RU,moderate rain
23,Banes,20.96,-75.72,80.6,83,75,14.99,CU,broken clouds
24,Tilichiki,60.47,166.1,25.57,98,4,6.02,RU,clear sky
25,Nemuro,43.32,145.57,46.42,68,37,6.04,JP,scattered clouds
26,Bonthe,7.53,-12.51,86.38,64,42,5.59,SL,light rain
27,Cap Malheureux,-19.98,57.61,70.0,67,0,5.01,MU,clear sky
28,Krasnoselkup,65.7,82.47,29.55,98,100,22.75,RU,overcast clouds
29,Gat,31.61,34.76,79.0,100,32,1.99,IL,scattered clouds
30,Ilulissat,69.22,-51.1,15.8,72,75,5.82,GL,broken clouds
31,Bethel,41.37,-73.41,35.01,92,1,4.29,US,clear sky
32,Yellowknife,62.46,-114.35,19.4,85,90,14.99,CA,light snow
33,Ixtapa,20.7,-105.2,77.0,88,5,4.7,MX,clear sky
34,Marseille,43.33,5.5,68.0,72,0,8.05,FR,clear sky
35,Lasa,46.62,10.7,64.0,38,0,6.93,IT,clear sky
36,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
37,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
38,Longyearbyen,78.22,15.64,19.4,73,75,1.12,SJ,broken clouds
39,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
40,Castro,-24.79,-50.01,60.03,77,100,7.0,BR,overcast clouds
41,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
42,Trinidad,-14.83,-64.9,77.0,44,91,13.87,BO,overcast clouds
43,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
44,Kavaratti,10.57,72.64,83.21,71,89,5.37,IN,overcast clouds
45,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
46,Saint Andrews,34.05,-81.13,51.01,66,20,8.05,US,few clouds
47,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
48,Yerbogachen,61.28,108.01,3.11,93,0,4.38,RU,clear sky
49,Port Alfred,-33.59,26.89,66.61,67,84,15.66,ZA,broken clouds
50,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
51,Vila Franca Do Campo,37.72,-25.43,69.8,94,75,14.99,PT,broken clouds
52,Concepcion,-36.83,-73.05,53.6,93,90,3.36,CL,mist
53,Dalton,34.77,-84.97,48.0,87,1,0.96,US,clear sky
54,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
55,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
56,Carnarvon,-24.87,113.63,71.6,78,90,9.17,AU,overcast clouds
57,Ilheus,-14.79,-39.05,82.4,83,75,12.75,BR,shower rain
58,Svetlogorsk,52.63,29.73,48.79,89,100,8.16,BY,overcast clouds
59,Rio Gallegos,-51.62,-69.22,57.2,47,0,11.41,AR,clear sky
60,Hilo,19.73,-155.09,75.2,78,90,2.89,US,overcast clouds
61,Praya,14.92,-23.51,84.2,62,75,26.4,CV,broken clouds
62,Cabo San Lucas,22.89,-109.91,75.2,64,5,5.01,MX,clear sky
63,Saldanha,-33.01,17.94,78.8,29,0,19.46,ZA,clear sky
64,Znamenskoye,57.13,73.83,33.4,92,93,7.87,RU,overcast clouds
65,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
66,Touros,-5.2,-35.46,82.4,78,75,16.11,BR,shower rain
67,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
68,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
69,Ballina,-28.87,153.57,68.0,77,0,5.82,AU,clear sky
70,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
71,Kayerkan,69.35,87.76,17.6,85,75,38.03,RU,light shower snow
72,Carnarvon,-24.87,113.63,71.6,78,90,9.17,AU,overcast clouds
73,Port Alfred,-33.59,26.89,66.61,67,84,15.66,ZA,broken clouds
74,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
75,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
76,Dingle,11.0,122.67,76.75,86,100,5.77,PH,overcast clouds
77,Castro,-24.79,-50.01,60.03,77,100,7.0,BR,overcast clouds
78,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
79,Aksu,41.12,80.26,45.75,52,0,0.76,CN,clear sky
80,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
81,Assiniboia,49.63,-105.98,30.2,68,70,27.51,CA,broken clouds
82,Timbiqui,2.77,-77.67,78.69,87,100,2.24,CO,moderate rain
83,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
84,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
85,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
86,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
87,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
88,Butaritari,3.07,172.79,81.09,76,64,16.31,KI,broken clouds
89,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
90,Victoria,22.29,114.16,75.0,73,0,13.49,HK,clear sky
91,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
92,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
93,Rancho Palos Verdes,33.74,-118.39,57.2,82,1,0.69,US,clear sky
94,Sao Francisco De Paula,-29.45,-50.58,75.0,76,86,5.99,BR,overcast clouds
95,Margherita,27.28,95.68,72.7,90,82,1.28,IN,broken clouds
96,Acarau,-2.89,-40.12,89.69,54,98,17.31,BR,overcast clouds
97,Poum,-20.23,164.02,77.47,82,71,22.75,NC,light rain
98,Bluff,-46.6,168.33,48.0,82,76,3.0,NZ,broken clouds
99,Port Elizabeth,-33.92,25.57,68.0,56,0,10.29,ZA,clear sky
100,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
101,Coquimbo,-29.95,-71.34,53.6,87,90,8.05,CL,overcast clouds
102,Karangasem,-8.45,115.62,78.15,73,95,3.31,ID,overcast clouds
103,Opunake,-39.46,173.86,55.0,90,99,5.99,NZ,overcast clouds
104,Dikson,73.51,80.55,16.2,95,100,20.24,RU,overcast clouds
105,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
106,Fort Abbas,29.19,72.85,76.5,18,0,4.76,PK,clear sky
107,Mount Gambier,-37.83,140.77,44.6,87,25,5.82,AU,scattered clouds
108,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
109,Ancud,-41.87,-73.82,63.0,58,0,11.41,CL,clear sky
110,Sangar,63.92,127.47,-13.79,89,0,3.44,RU,clear sky
111,Ponta Do Sol,32.67,-17.1,77.0,78,20,9.17,PT,few clouds
112,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
113,Georgetown,5.41,100.34,84.2,79,20,4.7,MY,few clouds
114,Berlevag,70.86,29.09,30.07,95,73,20.29,NO,broken clouds
115,Bilma,18.69,12.92,87.8,13,0,6.11,NE,clear sky
116,Hithadhoo,-0.6,73.08,83.44,73,100,9.44,MV,light rain
117,Yellowknife,62.46,-114.35,19.4,85,90,14.99,CA,light snow
118,Beja,36.73,9.18,75.2,64,40,8.05,TN,scattered clouds
119,Cape Town,-33.93,18.42,71.6,46,0,25.28,ZA,clear sky
120,Road Town,18.42,-64.62,84.99,74,40,11.41,VG,scattered clouds
121,Maldonado,-34.67,-54.92,63.0,87,20,5.82,UY,few clouds
122,Grand Gaube,-20.01,57.66,70.0,67,0,5.01,MU,clear sky
123,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
124,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
125,Djenne,13.91,-4.55,99.77,11,0,11.7,ML,clear sky
126,Namibe,-15.2,12.15,76.26,73,23,13.35,AO,few clouds
127,Comodoro Rivadavia,-45.87,-67.5,60.8,63,0,3.36,AR,clear sky
128,Geraldton,-28.77,114.6,68.0,72,90,10.29,AU,overcast clouds
129,Dom Pedrito,-30.98,-54.67,67.46,58,22,9.22,BR,few clouds
130,Vardo,70.37,31.11,32.0,84,75,21.92,NO,broken clouds
131,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
132,Bolshoye Nagatkino,54.52,47.97,41.0,86,90,4.47,RU,overcast clouds
133,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
134,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
135,Chuy,-33.7,-53.46,65.41,60,24,5.73,UY,few clouds
136,Dikson,73.51,80.55,16.2,95,100,20.24,RU,overcast clouds
137,Thompson,55.74,-97.86,15.8,85,90,20.8,CA,light snow
138,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
139,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
140,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
141,Dor Marunt,44.45,26.92,51.01,76,75,6.93,RO,light rain
142,Katsuura,35.13,140.3,60.8,59,20,6.93,JP,few clouds
143,Saskylakh,71.92,114.08,-3.73,84,0,5.79,RU,clear sky
144,Mar Del Plata,-38.0,-57.56,64.4,52,0,11.41,AR,clear sky
145,Cherskiy,68.75,161.3,7.3,87,100,3.78,RU,overcast clouds
146,Kefamenanu,-9.45,124.48,74.84,79,0,1.5,ID,clear sky
147,Kavieng,-2.57,150.8,83.28,75,100,9.6,PG,overcast clouds
148,Caravelas,-17.71,-39.25,82.09,63,99,9.84,BR,moderate rain
149,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
150,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
151,Panguipulli,-39.63,-72.33,57.2,67,0,2.24,CL,clear sky
152,Kohima,25.67,94.12,61.25,95,99,3.56,IN,moderate rain
153,Provideniya,64.38,-173.3,20.88,86,86,5.93,RU,overcast clouds
154,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
155,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
156,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
157,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
158,Sakakah,29.97,40.21,89.6,7,0,4.7,SA,clear sky
159,Torbay,47.67,-52.73,37.99,69,75,17.22,CA,light shower snow
160,Camacha,33.08,-16.33,73.4,73,20,9.17,PT,few clouds
161,Kavieng,-2.57,150.8,83.28,75,100,9.6,PG,overcast clouds
162,Castro,-24.79,-50.01,60.03,77,100,7.0,BR,overcast clouds
163,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
164,Olafsvik,64.89,-23.71,42.85,84,93,12.08,IS,light rain
165,Bairiki,1.33,172.98,80.6,78,20,12.75,KI,few clouds
166,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
167,Butaritari,3.07,172.79,81.09,76,64,16.31,KI,broken clouds
168,Namibe,-15.2,12.15,76.26,73,23,13.35,AO,few clouds
169,Buraydah,26.33,43.98,86.0,19,0,5.82,SA,clear sky
170,Butaritari,3.07,172.79,81.09,76,64,16.31,KI,broken clouds
171,Norman Wells,65.28,-126.83,1.4,84,20,6.93,CA,few clouds
172,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
173,Caninde De Sao Francisco,-9.66,-37.79,95.34,34,72,5.91,BR,broken clouds
174,Tuktoyaktuk,69.45,-133.04,-4.0,83,20,3.36,CA,few clouds
175,Polunochnoye,60.87,60.42,34.86,89,100,5.86,RU,overcast clouds
176,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
177,Nikolskoye,59.7,30.79,44.6,81,75,4.47,RU,broken clouds
178,Bairiki,1.33,172.98,80.6,78,20,12.75,KI,few clouds
179,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
180,Tuatapere,-46.13,167.68,48.0,82,4,3.0,NZ,clear sky
181,Oxford,51.75,-1.26,59.0,93,75,19.46,GB,shower rain
182,Pitimbu,-7.47,-34.81,86.0,70,75,13.87,BR,broken clouds
183,Hithadhoo,-0.6,73.08,83.44,73,100,9.44,MV,light rain
184,Paamiut,61.99,-49.67,27.46,89,84,20.38,GL,broken clouds
185,Hilo,19.73,-155.09,75.2,78,90,2.89,US,overcast clouds
186,Aklavik,68.22,-135.01,-2.2,84,75,5.82,CA,broken clouds
187,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
188,Ruwi,23.6,58.55,82.4,58,0,5.82,OM,clear sky
189,Saint Anthony,45.02,-93.22,42.01,64,1,16.11,US,clear sky
190,Karratha,-20.74,116.85,72.52,82,0,15.84,AU,light rain
191,Tucuman,-26.82,-65.22,73.4,28,0,8.05,AR,clear sky
192,Avarua,-21.21,-159.78,73.4,83,100,10.29,CK,light rain
193,Gonaives,19.45,-72.68,82.4,69,20,2.24,HT,few clouds
194,Lebu,-37.62,-73.65,60.51,66,24,8.66,CL,few clouds
195,Praia Da Vitoria,38.73,-27.07,73.4,78,40,20.71,PT,scattered clouds
196,Cabo San Lucas,22.89,-109.91,75.2,64,5,5.01,MX,clear sky
197,Iqaluit,63.75,-68.51,19.4,85,90,6.93,CA,light snow
198,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
199,Kruisfontein,-34.0,24.73,66.99,61,26,7.0,ZA,scattered clouds
200,Skjervoy,70.03,20.97,42.53,65,100,10.67,NO,overcast clouds
201,Dikson,73.51,80.55,16.2,95,100,20.24,RU,overcast clouds
202,Aksu,41.12,80.26,45.75,52,0,0.76,CN,clear sky
203,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
204,Georgetown,5.41,100.34,84.2,79,20,4.7,MY,few clouds
205,San Patricio,28.02,-97.52,57.99,100,1,4.7,US,clear sky
206,Bluff,-46.6,168.33,48.0,82,76,3.0,NZ,broken clouds
207,Kodiak,57.79,-152.41,32.0,90,1,8.05,US,clear sky
208,Georgetown,5.41,100.34,84.2,79,20,4.7,MY,few clouds
209,Saint-Philippe,-21.36,55.77,73.4,60,75,17.22,RE,broken clouds
210,Saint-Georges,12.06,-61.75,86.0,70,75,11.41,GD,broken clouds
211,Elko,41.0,-115.5,39.0,39,1,5.82,US,clear sky
212,Ust-Koksa,50.27,85.61,22.95,89,0,0.94,RU,clear sky
213,Kaitangata,-46.28,169.85,50.0,66,5,1.99,NZ,clear sky
214,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
215,Zyryanka,65.75,150.85,2.12,93,100,4.56,RU,overcast clouds
216,Garissa,-0.45,39.64,89.31,44,90,15.75,KE,overcast clouds
217,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
218,Arraial Do Cabo,-22.97,-42.03,69.8,94,90,6.93,BR,light intensity drizzle
219,Avarua,-21.21,-159.78,73.4,83,100,10.29,CK,light rain
220,Arraial Do Cabo,-22.97,-42.03,69.8,94,90,6.93,BR,light intensity drizzle
221,Karratha,-20.74,116.85,72.52,82,0,15.84,AU,light rain
222,Thompson,55.74,-97.86,15.8,85,90,20.8,CA,light snow
223,Leningradskiy,69.38,178.42,19.6,93,94,12.37,RU,overcast clouds
224,Longyearbyen,78.22,15.64,19.4,73,75,1.12,SJ,broken clouds
225,Chicama,-7.84,-79.15,60.8,87,90,4.7,PE,mist
226,Tulghes,46.95,25.77,46.0,79,100,4.0,RO,overcast clouds
227,Kloulklubed,7.04,134.26,82.4,83,75,8.05,PW,broken clouds
228,At-Bashi,41.17,75.81,32.22,61,0,4.16,KG,clear sky
229,Ribeira Grande,38.52,-28.7,71.6,88,75,17.22,PT,broken clouds
230,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
231,Te Anau,-45.42,167.72,43.92,83,36,5.84,NZ,scattered clouds
232,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
233,Ancud,-41.87,-73.82,63.0,58,0,11.41,CL,clear sky
234,Carballo,43.21,-8.69,66.99,78,100,8.01,ES,overcast clouds
235,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
236,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
237,Luganville,-15.53,167.17,78.48,84,90,12.19,VU,light rain
238,Yellowknife,62.46,-114.35,19.4,85,90,14.99,CA,light snow
239,Cape Town,-33.93,18.42,71.6,46,0,25.28,ZA,clear sky
240,Iwaki,37.05,140.88,48.99,96,0,2.35,JP,clear sky
241,Meulaboh,4.14,96.13,78.91,83,100,3.69,ID,overcast clouds
242,Fairbanks,64.84,-147.72,10.4,85,90,3.36,US,light snow
243,Tuktoyaktuk,69.45,-133.04,-4.0,83,20,3.36,CA,few clouds
244,Atar,20.52,-13.05,98.38,9,0,13.6,MR,clear sky
245,Nara,34.69,135.8,55.99,50,2,3.74,JP,clear sky
246,Vardo,70.37,31.11,32.0,84,75,21.92,NO,broken clouds
247,Tocopilla,-22.09,-70.2,69.15,50,34,7.67,CL,scattered clouds
248,Dingle,11.0,122.67,76.75,86,100,5.77,PH,overcast clouds
249,Severodvinsk,64.56,39.83,30.2,92,20,2.24,RU,few clouds
250,Bambous Virieux,-20.34,57.76,71.6,68,75,14.99,MU,shower rain
251,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
252,Maceio,-9.67,-35.74,82.4,74,40,10.29,BR,scattered clouds
253,Diapaga,12.07,1.79,99.66,13,0,10.0,BF,clear sky
254,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
255,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
256,Kloulklubed,7.04,134.26,82.4,83,75,8.05,PW,broken clouds
257,Faanui,-16.48,-151.75,78.42,76,31,17.27,PF,scattered clouds
258,Livingston,55.9,-3.52,55.4,71,75,29.97,GB,broken clouds
259,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
260,Hithadhoo,-0.6,73.08,83.44,73,100,9.44,MV,light rain
261,Klaksvik,62.23,-6.59,44.6,81,100,31.09,FO,light rain
262,Carnarvon,-24.87,113.63,71.6,78,90,9.17,AU,overcast clouds
263,Sisimiut,66.94,-53.67,20.16,90,88,8.3,GL,overcast clouds
264,Ust-Kuyga,70.02,135.6,-1.73,91,100,4.5,RU,overcast clouds
265,Busselton,-33.65,115.33,64.0,64,100,9.22,AU,overcast clouds
266,Parati,-23.22,-44.71,69.8,77,75,4.7,BR,broken clouds
267,Port-Cartier,50.03,-66.87,27.0,58,0,10.29,CA,clear sky
268,Sur,22.57,59.53,75.74,51,0,6.44,OM,clear sky
269,Svencioneliai,55.17,26.0,48.7,85,100,3.83,LT,overcast clouds
270,Portland,45.52,-122.68,42.01,93,90,3.36,US,fog
271,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
272,Porto Santo,33.07,-16.34,73.4,73,20,9.17,PT,few clouds
273,Half Moon Bay,37.46,-122.43,50.0,87,90,3.36,US,fog
274,Dukat,62.55,155.55,10.2,95,100,5.82,RU,overcast clouds
275,Port Lincoln,-34.73,135.87,55.67,82,1,13.73,AU,clear sky
276,Salalah,17.02,54.09,87.8,22,0,5.82,OM,clear sky
277,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
278,Richards Bay,-28.78,32.04,67.64,77,100,10.27,ZA,overcast clouds
279,Ust-Charyshskaya Pristan,52.39,83.66,31.62,98,100,4.05,RU,overcast clouds
280,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
281,Am Timan,11.03,20.28,97.27,23,16,2.08,TD,few clouds
282,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
283,Esperance,-33.87,121.9,75.2,53,75,18.34,AU,broken clouds
284,Lagoa,39.05,-27.98,68.63,91,99,28.03,PT,overcast clouds
285,Chokurdakh,70.63,147.92,2.41,95,100,6.64,RU,overcast clouds
286,Cape Town,-33.93,18.42,71.6,46,0,25.28,ZA,clear sky
287,Mahebourg,-20.41,57.7,71.6,68,75,14.99,MU,shower rain
288,Lae,-6.72,146.98,77.86,77,100,2.64,PG,overcast clouds
289,Sehithwa,-20.47,22.72,102.09,11,7,5.5,BW,clear sky
290,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
291,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
292,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
293,Vila Do Maio,15.13,-23.22,84.2,62,75,26.4,CV,broken clouds
294,Tuktoyaktuk,69.45,-133.04,-4.0,83,20,3.36,CA,few clouds
295,Georgetown,5.41,100.34,84.2,79,20,4.7,MY,few clouds
296,Ushuaia,-54.8,-68.3,50.0,71,75,5.01,AR,broken clouds
297,Geraldton,-28.77,114.6,68.0,72,90,10.29,AU,overcast clouds
298,Upernavik,72.79,-56.15,16.65,95,55,9.98,GL,broken clouds
299,Port Alfred,-33.59,26.89,66.61,67,84,15.66,ZA,broken clouds
300,Labuhan,-6.88,112.21,76.55,91,100,12.21,ID,moderate rain
301,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
302,Henties Bay,-22.12,14.28,61.0,79,10,5.99,NA,clear sky
303,Ekibastuz,51.67,75.37,38.5,76,0,4.52,KZ,clear sky
304,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
305,Bluff,-46.6,168.33,48.0,82,76,3.0,NZ,broken clouds
306,Murgab,37.5,61.97,68.0,40,0,6.93,TM,clear sky
307,Ormara,25.21,64.64,80.24,48,0,9.51,PK,clear sky
308,Oxbow,49.23,-102.17,32.0,74,45,14.0,CA,scattered clouds
309,Hobart,-42.88,147.33,55.0,81,90,2.24,AU,overcast clouds
310,Avarua,-21.21,-159.78,73.4,83,100,10.29,CK,light rain
311,Atuona,-9.8,-139.03,78.03,76,24,18.63,PF,few clouds
312,Araouane,18.9,-3.53,94.51,10,100,6.4,ML,overcast clouds
313,Saint-Philippe,-21.36,55.77,73.4,60,75,17.22,RE,broken clouds
314,Punta Arenas,-53.15,-70.92,51.8,71,0,6.93,CL,clear sky
315,Catalao,-18.17,-47.95,82.76,62,93,1.81,BR,light rain
316,Jalingo,8.88,11.37,97.16,22,0,6.29,NG,clear sky
317,Puerto Ayora,-0.74,-90.35,70.0,94,100,7.0,EC,overcast clouds
318,Saint-Philippe,-21.36,55.77,73.4,60,75,17.22,RE,broken clouds
319,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
320,Mar Del Plata,-38.0,-57.56,64.4,52,0,11.41,AR,clear sky
321,Maniitsoq,65.42,-52.9,20.77,86,66,7.02,GL,broken clouds
322,Jamestown,42.1,-79.24,35.01,92,90,4.7,US,overcast clouds
323,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
324,Biak,-0.91,122.88,78.3,73,100,4.23,ID,overcast clouds
325,Wanaka,-44.7,169.15,43.57,72,18,6.49,NZ,few clouds
326,Gwembe,-16.5,27.61,89.44,16,0,10.4,ZM,clear sky
327,Camacha,33.08,-16.33,73.4,73,20,9.17,PT,few clouds
328,Upernavik,72.79,-56.15,16.65,95,55,9.98,GL,broken clouds
329,Dosso,13.05,3.19,99.28,12,0,10.65,NE,clear sky
330,Hermanus,-34.42,19.23,70.0,50,0,5.99,ZA,clear sky
331,Chicama,-7.84,-79.15,60.8,87,90,4.7,PE,mist
332,Asau,46.43,26.4,42.01,94,100,5.64,RO,overcast clouds
333,Haines Junction,60.75,-137.51,14.0,85,100,1.12,CA,snow
334,Deputatskiy,69.3,139.9,-6.03,92,100,4.74,RU,overcast clouds
335,Mataura,-46.19,168.86,48.0,82,5,3.0,NZ,clear sky
336,Vila,42.03,-8.16,62.01,90,100,5.01,PT,overcast clouds
337,New Norfolk,-42.78,147.06,55.0,68,73,1.57,AU,broken clouds
338,Cape Town,-33.93,18.42,71.6,46,0,25.28,ZA,clear sky
339,Nelson Bay,-32.72,152.15,59.0,87,90,5.82,AU,overcast clouds
340,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
341,Batagay,67.63,134.63,-8.07,89,87,3.13,RU,overcast clouds
342,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
343,Zyryanka,65.75,150.85,2.12,93,100,4.56,RU,overcast clouds
344,Vaini,-21.2,-175.2,71.6,88,40,11.41,TO,scattered clouds
345,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
346,Smirnykh,49.75,142.83,33.26,91,100,0.83,RU,overcast clouds
347,Arraial Do Cabo,-22.97,-42.03,69.8,94,90,6.93,BR,light intensity drizzle
348,Hithadhoo,-0.6,73.08,83.44,73,100,9.44,MV,light rain
349,Auki,-8.77,160.7,78.03,85,58,3.78,SB,broken clouds
350,Dwarahat,29.78,79.43,56.71,74,0,1.03,IN,clear sky
351,Sorong,-0.88,131.25,81.19,82,24,10.31,ID,few clouds
352,Rikitea,-23.12,-134.97,74.82,70,18,6.76,PF,few clouds
353,Albany,42.6,-73.97,37.0,100,20,1.61,US,fog
354,Los Llanos De Aridane,28.66,-17.92,80.6,65,0,10.29,ES,clear sky
355,Portland,45.52,-122.68,42.01,93,90,3.36,US,fog
356,Norman Wells,65.28,-126.83,1.4,84,20,6.93,CA,few clouds
357,Sitka,57.05,-135.33,48.2,93,90,17.22,US,heavy intensity rain
358,Avarua,-21.21,-159.78,73.4,83,100,10.29,CK,light rain
359,Butaritari,3.07,172.79,81.09,76,64,16.31,KI,broken clouds
360,Saryg-Sep,51.5,95.6,23.68,95,100,0.78,RU,overcast clouds
361,Mana,5.66,-53.78,87.4,64,89,11.45,GF,overcast clouds
362,Tasiilaq,65.61,-37.64,32.0,94,75,1.12,GL,broken clouds
363,Kapaa,22.08,-159.32,71.6,88,1,9.17,US,clear sky
